name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,average_brand_price,predicted_price
Maruti Swift VXI Optional,2015,515000,36600,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,450156.6666666666
Maruti Wagon R AMT VXI,2015,390000,50000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,Maruti,403075.7214052288,338589.99
Hyundai i20 Magna 1.2,2016,550000,14000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,523866.65666666673
Maruti 800 Std,1999,40000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,40880.0
Maruti Ritz VDi,2010,220000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,Maruti,403075.7214052288,220059.99
Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,450101.6566666666
Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5.0,Volkswagen,498817.188172043,512752.4925
Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,397023.32333333336
Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,Maruti,403075.7214052288,474765.20809523796
Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0,Hyundai,458554.3667844523,431363.2633333334
Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,13.0,1493.0,100.0,5.0,Honda,596178.0149892934,131960.0
Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5.0,Toyota,959946.6741803279,371319.97
Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,Daewoo,77000.0,90210.0
Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982.0,168.5,7.0,Toyota,959946.6741803279,1994860.0
Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,Mahindra,623224.0556994819,417150.0
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata,357433.1076294278,471169.8651666667
Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,Honda,596178.0149892934,326569.99
Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,Maruti,403075.7214052288,97790.0
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,195630.0
Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5.0,Hyundai,458554.3667844523,323150.0
Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,Maruti,403075.7214052288,468439.18
Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,Hyundai,458554.3667844523,71460.0
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,458554.3667844523,710540.0
Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,403075.7214052288,780062.3015873017
Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata,357433.1076294278,532019.99
Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,628593.3333333334
Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda,596178.0149892934,695195.2380952382
Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,Honda,596178.0149892934,304170.0
Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,Maruti,403075.7214052288,354610.0
Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,403075.7214052288,539999.98
Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,Hyundai,458554.3667844523,371550.0
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,403075.7214052288,429949.94
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,403075.7214052288,550899.84
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,286631.80555555556
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,696500.0
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,508749.99
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,Tata,357433.1076294278,1373219.96
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,Hyundai,458554.3667844523,331249.99
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,403075.7214052288,679714.0681540683
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,302615.2380952381
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,Toyota,959946.6741803279,563660.0
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,596178.0149892934,269739.99
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,403075.7214052288,810120.0
Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,357433.1076294278,804750.0
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,160435.0
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,338838.9285714286
Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,Datsun,314599.95384615386,325530.0
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,760146.6666666667
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,458554.3667844523,542549.9
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,262498.3333333333
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,291459.1666666667
Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,357433.1076294278,557300.0
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,Nissan,465407.35802469135,529060.0
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,Ford,516682.58186397987,968180.0
Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,Nissan,465407.35802469135,276209.5238095238
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,345226.65666666673
Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,Mahindra,623224.0556994819,933180.0
Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,Mahindra,623224.0556994819,312549.99
Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti,403075.7214052288,245175.0
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,458554.3667844523,1096140.0
Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,258066.45666666667
Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,632230.0
Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,995030.0
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,403075.7214052288,442426.61233333335
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai,458554.3667844523,179799.99
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,Hyundai,458554.3667844523,124669.93
Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,585950.0
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,Toyota,959946.6741803279,703550.0
Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,403075.7214052288,505913.3333333334
Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,596178.0149892934,708890.0
Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,187955.0
Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,403075.7214052288,445317.45
Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,403075.7214052288,862856.6666666669
Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,Hyundai,458554.3667844523,120799.95
Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,Hyundai,458554.3667844523,287959.1666666666
Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,Maruti,403075.7214052288,378080.0
Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,Tata,357433.1076294278,174725.0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,708334.9940000001
Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,Maruti,403075.7214052288,534999.9941666668
Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,Tata,357433.1076294278,1413580.0
Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,Mahindra,623224.0556994819,986260.0
Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,Hyundai,458554.3667844523,551826.6666666666
Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,403075.7214052288,383700.0
Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,403075.7214052288,344793.3233333333
Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,Honda,596178.0149892934,715779.99
Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,403075.7214052288,318333.3333333334
Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,Hyundai,458554.3667844523,563520.0
Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,Toyota,959946.6741803279,1037310.0
Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata,357433.1076294278,390012.5
Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,Nissan,465407.35802469135,293018.72
Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,458554.3667844523,628900.0
Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,403075.7214052288,521499.92
Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,560149.95
Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,623224.0556994819,772965.8333333335
Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,403075.7214052288,328250.0
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,407486.5166666667
Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,Datsun,314599.95384615386,355369.0566666667
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,614137.5
Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,Mahindra,623224.0556994819,423340.0
Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,Tata,357433.1076294278,502002.47
Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata,357433.1076294278,354454.16666666674
Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,357433.1076294278,357510.0
Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,Hyundai,458554.3667844523,118149.26
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,596178.0149892934,334550.0
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,465309.98
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,Tata,357433.1076294278,292649.98
Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,103899.99999999999
Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,Tata,357433.1076294278,405819.96
Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,349400.0
Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,212200.0
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,Mercedes-Benz,2470444.4444444445,4139890.0
Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,Maruti,403075.7214052288,228000.0
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,454116.66333333333
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,454116.66333333333
Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,Hyundai,458554.3667844523,294567.49
Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,529460.0
Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,Hyundai,458554.3667844523,279100.0
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,Maruti,403075.7214052288,335422.5
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,Maruti,403075.7214052288,335422.5
Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,516109.32
Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,Hyundai,458554.3667844523,560650.0
Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai,458554.3667844523,582266.6666666666
Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,Maruti,403075.7214052288,662850.0
Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,289279.97
Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,95595.83333333331
Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,403075.7214052288,653050.0000000001
Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,Maruti,403075.7214052288,429129.99
Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,Hyundai,458554.3667844523,387826.6566666666
Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,Maruti,403075.7214052288,429129.99
Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,Chevrolet,273867.47826086957,126430.0
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,Tata,357433.1076294278,617850.0
Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,81454.99
Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,Honda,596178.0149892934,1221100.0
Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,Honda,596178.0149892934,1201200.0
Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,Maruti,403075.7214052288,500400.0
Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,Nissan,465407.35802469135,545359.96
Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda,596178.0149892934,673750.0
Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,242857.60333333336
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,959946.6741803279,853299.96
Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,404909.34
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai,458554.3667844523,915077.0952380953
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,357433.1076294278,416770.0
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,458554.3667844523,612695.0
Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,403075.7214052288,635816.6566666666
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,Maruti,403075.7214052288,275670.0
Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,Maruti,403075.7214052288,386320.0
Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,415879.98
Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,289300.0
Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,Maruti,403075.7214052288,80190.0
Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,403075.7214052288,371439.97
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,344499.97
Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,Maruti,403075.7214052288,274069.96
Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,Nissan,465407.35802469135,254379.96
